"ID";"ModesOfTravel";"Population";"Margins";"RegionCharacteristics";"Periods";"TransportPerformance_1"
"4524";"A018985";"A048709";"MBG0095";"LD02    ";"2022JJ00";"     1.4"
"4525";"A018985";"A048709";"MBG0095";"LD03    ";"2018JJ00";"     2.5"
"4526";"A018985";"A048709";"MBG0095";"LD03    ";"2019JJ00";"     2.5"
"4527";"A018985";"A048709";"MBG0095";"LD03    ";"2020JJ00";"     3.1"
"4528";"A018985";"A048709";"MBG0095";"LD03    ";"2021JJ00";"     3.8"
"4529";"A018985";"A048709";"MBG0095";"LD03    ";"2022JJ00";"     3.4"
"4530";"A018985";"A048709";"MBG0095";"LD04    ";"2018JJ00";"     1.1"
"4531";"A018985";"A048709";"MBG0095";"LD04    ";"2019JJ00";"     1.1"
"4532";"A018985";"A048709";"MBG0095";"LD04    ";"2020JJ00";"     1.5"
"4533";"A018985";"A048709";"MBG0095";"LD04    ";"2021JJ00";"     1.8"
"4534";"A018985";"A048709";"MBG0095";"LD04    ";"2022JJ00";"     1.5"
"4535";"A018985";"A048709";"MBG0095";"PV20    ";"2018JJ00";"     0.2"
"4536";"A018985";"A048709";"MBG0095";"PV20    ";"2019JJ00";"     0.2"
"4537";"A018985";"A048709";"MBG0095";"PV20    ";"2020JJ00";"     0.2"
"4538";"A018985";"A048709";"MBG0095";"PV20    ";"2021JJ00";"     0.3"
"4539";"A018985";"A048709";"MBG0095";"PV20    ";"2022JJ00";"     0.2"
"4540";"A018985";"A048709";"MBG0095";"PV21    ";"2018JJ00";"     0.2"
"4541";"A018985";"A048709";"MBG0095";"PV21    ";"2019JJ00";"     0.2"
"4542";"A018985";"A048709";"MBG0095";"PV21    ";"2020JJ00";"     0.3"
"4543";"A018985";"A048709";"MBG0095";"PV21    ";"2021JJ00";"     0.3"
"4544";"A018985";"A048709";"MBG0095";"PV21    ";"2022JJ00";"     0.3"
"4545";"A018985";"A048709";"MBG0095";"PV22    ";"2018JJ00";"     0.1"
"4546";"A018985";"A048709";"MBG0095";"PV22    ";"2019JJ00";"     0.2"
"4547";"A018985";"A048709";"MBG0095";"PV22    ";"2020JJ00";"     0.2"
"4548";"A018985";"A048709";"MBG0095";"PV22    ";"2021JJ00";"     0.2"
"4549";"A018985";"A048709";"MBG0095";"PV22    ";"2022JJ00";"     0.2"
"4550";"A018985";"A048709";"MBG0095";"PV23    ";"2018JJ00";"     0.3"
"4551";"A018985";"A048709";"MBG0095";"PV23    ";"2019JJ00";"     0.3"
"4552";"A018985";"A048709";"MBG0095";"PV23    ";"2020JJ00";"     0.4"
"4553";"A018985";"A048709";"MBG0095";"PV23    ";"2021JJ00";"     0.5"
"4554";"A018985";"A048709";"MBG0095";"PV23    ";"2022JJ00";"     0.5"
"4555";"A018985";"A048709";"MBG0095";"PV24    ";"2018JJ00";"     0.1"
"4556";"A018985";"A048709";"MBG0095";"PV24    ";"2019JJ00";"     0.1"
"4557";"A018985";"A048709";"MBG0095";"PV24    ";"2020JJ00";"     0.1"
"4558";"A018985";"A048709";"MBG0095";"PV24    ";"2021JJ00";"     0.2"
"4559";"A018985";"A048709";"MBG0095";"PV24    ";"2022JJ00";"     0.2"
"4560";"A018985";"A048709";"MBG0095";"PV25    ";"2018JJ00";"     0.6"
"4561";"A018985";"A048709";"MBG0095";"PV25    ";"2019JJ00";"     0.6"
"4562";"A018985";"A048709";"MBG0095";"PV25    ";"2020JJ00";"     0.8"
"4563";"A018985";"A048709";"MBG0095";"PV25    ";"2021JJ00";"     1.0"
"4564";"A018985";"A048709";"MBG0095";"PV25    ";"2022JJ00";"     0.8"
"4565";"A018985";"A048709";"MBG0095";"PV26    ";"2018JJ00";"     0.4"
"4566";"A018985";"A048709";"MBG0095";"PV26    ";"2019JJ00";"     0.4"
"4567";"A018985";"A048709";"MBG0095";"PV26    ";"2020JJ00";"     0.5"
"4568";"A018985";"A048709";"MBG0095";"PV26    ";"2021JJ00";"     0.6"
"4569";"A018985";"A048709";"MBG0095";"PV26    ";"2022JJ00";"     0.6"
"4570";"A018985";"A048709";"MBG0095";"PV27    ";"2018JJ00";"     0.9"
"4571";"A018985";"A048709";"MBG0095";"PV27    ";"2019JJ00";"     0.9"
"4572";"A018985";"A048709";"MBG0095";"PV27    ";"2020JJ00";"     1.1"
"4573";"A018985";"A048709";"MBG0095";"PV27    ";"2021JJ00";"     1.4"
"4574";"A018985";"A048709";"MBG0095";"PV27    ";"2022JJ00";"     1.3"
"4575";"A018985";"A048709";"MBG0095";"PV28    ";"2018JJ00";"     1.2"
"4576";"A018985";"A048709";"MBG0095";"PV28    ";"2019JJ00";"     1.1"
"4577";"A018985";"A048709";"MBG0095";"PV28    ";"2020JJ00";"     1.4"
"4578";"A018985";"A048709";"MBG0095";"PV28    ";"2021JJ00";"     1.7"
"4579";"A018985";"A048709";"MBG0095";"PV28    ";"2022JJ00";"     1.5"
"4580";"A018985";"A048709";"MBG0095";"PV29    ";"2018JJ00";"     0.1"
"4581";"A018985";"A048709";"MBG0095";"PV29    ";"2019JJ00";"     0.1"
"4582";"A018985";"A048709";"MBG0095";"PV29    ";"2020JJ00";"     0.2"
"4583";"A018985";"A048709";"MBG0095";"PV29    ";"2021JJ00";"     0.2"
"4584";"A018985";"A048709";"MBG0095";"PV29    ";"2022JJ00";"     0.2"
"4585";"A018985";"A048709";"MBG0095";"PV30    ";"2018JJ00";"     0.7"
"4586";"A018985";"A048709";"MBG0095";"PV30    ";"2019JJ00";"     0.7"
"4587";"A018985";"A048709";"MBG0095";"PV30    ";"2020JJ00";"     1.0"
"4588";"A018985";"A048709";"MBG0095";"PV30    ";"2021JJ00";"     1.2"
"4589";"A018985";"A048709";"MBG0095";"PV30    ";"2022JJ00";"     1.0"
"4590";"A018985";"A048709";"MBG0095";"PV31    ";"2018JJ00";"     0.4"
"4591";"A018985";"A048709";"MBG0095";"PV31    ";"2019JJ00";"     0.4"
"4592";"A018985";"A048709";"MBG0095";"PV31    ";"2020JJ00";"     0.5"
"4593";"A018985";"A048709";"MBG0095";"PV31    ";"2021JJ00";"     0.6"
"4594";"A018985";"A048709";"MBG0095";"PV31    ";"2022JJ00";"     0.5"
"4595";"A018985";"A048709";"MBG0095";"1018850 ";"2018JJ00";"     1.5"
"4596";"A018985";"A048709";"MBG0095";"1018850 ";"2019JJ00";"     1.5"
"4597";"A018985";"A048709";"MBG0095";"1018850 ";"2020JJ00";"     1.7"
"4598";"A018985";"A048709";"MBG0095";"1018850 ";"2021JJ00";"     2.3"
"4599";"A018985";"A048709";"MBG0095";"1018850 ";"2022JJ00";"     2.0"
"4600";"A018985";"A048709";"MBG0095";"1018905 ";"2018JJ00";"     1.6"
"4601";"A018985";"A048709";"MBG0095";"1018905 ";"2019JJ00";"     1.5"
"4602";"A018985";"A048709";"MBG0095";"1018905 ";"2020JJ00";"     2.0"
"4603";"A018985";"A048709";"MBG0095";"1018905 ";"2021JJ00";"     2.4"
"4604";"A018985";"A048709";"MBG0095";"1018905 ";"2022JJ00";"     2.1"
"4605";"A018985";"A048709";"MBG0095";"1018955 ";"2018JJ00";"     0.8"
"4606";"A018985";"A048709";"MBG0095";"1018955 ";"2019JJ00";"     0.7"
"4607";"A018985";"A048709";"MBG0095";"1018955 ";"2020JJ00";"     1.0"
"4608";"A018985";"A048709";"MBG0095";"1018955 ";"2021JJ00";"     1.1"
"4609";"A018985";"A048709";"MBG0095";"1018955 ";"2022JJ00";"     1.1"
"4610";"A018985";"A048709";"MBG0095";"1019005 ";"2018JJ00";"     0.9"
"4611";"A018985";"A048709";"MBG0095";"1019005 ";"2019JJ00";"     1.0"
"4612";"A018985";"A048709";"MBG0095";"1019005 ";"2020JJ00";"     1.3"
"4613";"A018985";"A048709";"MBG0095";"1019005 ";"2021JJ00";"     1.7"
"4614";"A018985";"A048709";"MBG0095";"1019005 ";"2022JJ00";"     1.4"
"4615";"A018985";"A048709";"MBG0095";"1019052 ";"2018JJ00";"     0.3"
"4616";"A018985";"A048709";"MBG0095";"1019052 ";"2019JJ00";"     0.3"
"4617";"A018985";"A048709";"MBG0095";"1019052 ";"2020JJ00";"     0.5"
"4618";"A018985";"A048709";"MBG0095";"1019052 ";"2021JJ00";"     0.6"
"4619";"A018985";"A048709";"MBG0095";"1019052 ";"2022JJ00";"     0.4"
"4620";"A018986";"A048710";"MW00000";"NL01    ";"2018JJ00";"    17.6"
"4621";"A018986";"A048710";"MW00000";"NL01    ";"2019JJ00";"    17.9"
"4622";"A018986";"A048710";"MW00000";"NL01    ";"2020JJ00";"    12.1"
"4623";"A018986";"A048710";"MW00000";"NL01    ";"2021JJ00";"    14.7"
"4624";"A018986";"A048710";"MW00000";"NL01    ";"2022JJ00";"    15.0"
"4625";"A018986";"A048710";"MW00000";"LD01    ";"2018JJ00";"     2.5"
"4626";"A018986";"A048710";"MW00000";"LD01    ";"2019JJ00";"     2.3"
"4627";"A018986";"A048710";"MW00000";"LD01    ";"2020JJ00";"     1.5"
"4628";"A018986";"A048710";"MW00000";"LD01    ";"2021JJ00";"     1.8"
"4629";"A018986";"A048710";"MW00000";"LD01    ";"2022JJ00";"     2.0"
"4630";"A018986";"A048710";"MW00000";"LD02    ";"2018JJ00";"     4.2"
"4631";"A018986";"A048710";"MW00000";"LD02    ";"2019JJ00";"     4.7"
"4632";"A018986";"A048710";"MW00000";"LD02    ";"2020JJ00";"     3.0"
"4633";"A018986";"A048710";"MW00000";"LD02    ";"2021JJ00";"     4.0"
"4634";"A018986";"A048710";"MW00000";"LD02    ";"2022JJ00";"     3.5"
"4635";"A018986";"A048710";"MW00000";"LD03    ";"2018JJ00";"     6.8"
"4636";"A018986";"A048710";"MW00000";"LD03    ";"2019JJ00";"     7.6"
"4637";"A018986";"A048710";"MW00000";"LD03    ";"2020JJ00";"     5.3"
"4638";"A018986";"A048710";"MW00000";"LD03    ";"2021JJ00";"     6.1"
"4639";"A018986";"A048710";"MW00000";"LD03    ";"2022JJ00";"     6.1"
"4640";"A018986";"A048710";"MW00000";"LD04    ";"2018JJ00";"     4.1"
"4641";"A018986";"A048710";"MW00000";"LD04    ";"2019JJ00";"     3.4"
"4642";"A018986";"A048710";"MW00000";"LD04    ";"2020JJ00";"     2.3"
"4643";"A018986";"A048710";"MW00000";"LD04    ";"2021JJ00";"     2.8"
"4644";"A018986";"A048710";"MW00000";"LD04    ";"2022JJ00";"     3.3"
"4645";"A018986";"A048710";"MW00000";"PV20    ";"2018JJ00";"     0.8"
"4646";"A018986";"A048710";"MW00000";"PV20    ";"2019JJ00";"     0.5"
"4647";"A018986";"A048710";"MW00000";"PV20    ";"2020JJ00";"     0.4"
"4648";"A018986";"A048710";"MW00000";"PV20    ";"2021JJ00";"     0.5"
"4649";"A018986";"A048710";"MW00000";"PV20    ";"2022JJ00";"     0.6"
"4650";"A018986";"A048710";"MW00000";"PV21    ";"2018JJ00";"     1.1"
"4651";"A018986";"A048710";"MW00000";"PV21    ";"2019JJ00";"     1.0"
"4652";"A018986";"A048710";"MW00000";"PV21    ";"2020JJ00";"     0.7"
"4653";"A018986";"A048710";"MW00000";"PV21    ";"2021JJ00";"     0.6"
"4654";"A018986";"A048710";"MW00000";"PV21    ";"2022JJ00";"     0.8"
"4655";"A018986";"A048710";"MW00000";"PV22    ";"2018JJ00";"     0.6"
"4656";"A018986";"A048710";"MW00000";"PV22    ";"2019JJ00";"     0.7"
"4657";"A018986";"A048710";"MW00000";"PV22    ";"2020JJ00";"       ."
"4658";"A018986";"A048710";"MW00000";"PV22    ";"2021JJ00";"     0.7"
"4659";"A018986";"A048710";"MW00000";"PV22    ";"2022JJ00";"       ."
"4660";"A018986";"A048710";"MW00000";"PV23    ";"2018JJ00";"     1.6"
"4661";"A018986";"A048710";"MW00000";"PV23    ";"2019JJ00";"     1.6"
"4662";"A018986";"A048710";"MW00000";"PV23    ";"2020JJ00";"     0.9"
"4663";"A018986";"A048710";"MW00000";"PV23    ";"2021JJ00";"     1.1"
"4664";"A018986";"A048710";"MW00000";"PV23    ";"2022JJ00";"     1.3"
"4665";"A018986";"A048710";"MW00000";"PV24    ";"2018JJ00";"     0.5"
"4666";"A018986";"A048710";"MW00000";"PV24    ";"2019JJ00";"       ."
"4667";"A018986";"A048710";"MW00000";"PV24    ";"2020JJ00";"       ."
"4668";"A018986";"A048710";"MW00000";"PV24    ";"2021JJ00";"     0.5"
"4669";"A018986";"A048710";"MW00000";"PV24    ";"2022JJ00";"       ."
"4670";"A018986";"A048710";"MW00000";"PV25    ";"2018JJ00";"     2.1"
"4671";"A018986";"A048710";"MW00000";"PV25    ";"2019JJ00";"     2.6"
"4672";"A018986";"A048710";"MW00000";"PV25    ";"2020JJ00";"     1.7"
"4673";"A018986";"A048710";"MW00000";"PV25    ";"2021JJ00";"     2.4"
"4674";"A018986";"A048710";"MW00000";"PV25    ";"2022JJ00";"     1.8"
"4675";"A018986";"A048710";"MW00000";"PV26    ";"2018JJ00";"     0.9"
"4676";"A018986";"A048710";"MW00000";"PV26    ";"2019JJ00";"     1.1"
"4677";"A018986";"A048710";"MW00000";"PV26    ";"2020JJ00";"     1.0"
"4678";"A018986";"A048710";"MW00000";"PV26    ";"2021JJ00";"     1.0"
"4679";"A018986";"A048710";"MW00000";"PV26    ";"2022JJ00";"     1.0"
"4680";"A018986";"A048710";"MW00000";"PV27    ";"2018JJ00";"     2.4"
"4681";"A018986";"A048710";"MW00000";"PV27    ";"2019JJ00";"     2.7"
"4682";"A018986";"A048710";"MW00000";"PV27    ";"2020JJ00";"     1.7"
"4683";"A018986";"A048710";"MW00000";"PV27    ";"2021JJ00";"     1.6"
"4684";"A018986";"A048710";"MW00000";"PV27    ";"2022JJ00";"     2.1"
"4685";"A018986";"A048710";"MW00000";"PV28    ";"2018JJ00";"     3.1"
"4686";"A018986";"A048710";"MW00000";"PV28    ";"2019JJ00";"     3.4"
"4687";"A018986";"A048710";"MW00000";"PV28    ";"2020JJ00";"     2.1"
"4688";"A018986";"A048710";"MW00000";"PV28    ";"2021JJ00";"     2.9"
"4689";"A018986";"A048710";"MW00000";"PV28    ";"2022JJ00";"     2.5"
"4690";"A018986";"A048710";"MW00000";"PV29    ";"2018JJ00";"     0.4"
"4691";"A018986";"A048710";"MW00000";"PV29    ";"2019JJ00";"     0.3"
"4692";"A018986";"A048710";"MW00000";"PV29    ";"2020JJ00";"       ."
"4693";"A018986";"A048710";"MW00000";"PV29    ";"2021JJ00";"     0.6"
"4694";"A018986";"A048710";"MW00000";"PV29    ";"2022JJ00";"     0.5"
"4695";"A018986";"A048710";"MW00000";"PV30    ";"2018JJ00";"     3.1"
"4696";"A018986";"A048710";"MW00000";"PV30    ";"2019JJ00";"     2.3"
"4697";"A018986";"A048710";"MW00000";"PV30    ";"2020JJ00";"     1.6"
"4698";"A018986";"A048710";"MW00000";"PV30    ";"2021JJ00";"     2.0"
"4699";"A018986";"A048710";"MW00000";"PV30    ";"2022JJ00";"     2.7"
"4700";"A018986";"A048710";"MW00000";"PV31    ";"2018JJ00";"     1.0"
"4701";"A018986";"A048710";"MW00000";"PV31    ";"2019JJ00";"     1.1"
"4702";"A018986";"A048710";"MW00000";"PV31    ";"2020JJ00";"     0.7"
"4703";"A018986";"A048710";"MW00000";"PV31    ";"2021JJ00";"     0.8"
"4704";"A018986";"A048710";"MW00000";"PV31    ";"2022JJ00";"     0.6"
"4705";"A018986";"A048710";"MW00000";"1018850 ";"2018JJ00";"     2.7"
"4706";"A018986";"A048710";"MW00000";"1018850 ";"2019JJ00";"     2.9"
"4707";"A018986";"A048710";"MW00000";"1018850 ";"2020JJ00";"     1.8"
"4708";"A018986";"A048710";"MW00000";"1018850 ";"2021JJ00";"     2.3"
"4709";"A018986";"A048710";"MW00000";"1018850 ";"2022JJ00";"     2.2"
"4710";"A018986";"A048710";"MW00000";"1018905 ";"2018JJ00";"     4.6"
"4711";"A018986";"A048710";"MW00000";"1018905 ";"2019JJ00";"     4.9"
"4712";"A018986";"A048710";"MW00000";"1018905 ";"2020JJ00";"     3.5"
"4713";"A018986";"A048710";"MW00000";"1018905 ";"2021JJ00";"     4.2"
"4714";"A018986";"A048710";"MW00000";"1018905 ";"2022JJ00";"     4.9"
"4715";"A018986";"A048710";"MW00000";"1018955 ";"2018JJ00";"     2.9"
"4716";"A018986";"A048710";"MW00000";"1018955 ";"2019JJ00";"     3.1"
"4717";"A018986";"A048710";"MW00000";"1018955 ";"2020JJ00";"     2.0"
"4718";"A018986";"A048710";"MW00000";"1018955 ";"2021JJ00";"     2.2"
"4719";"A018986";"A048710";"MW00000";"1018955 ";"2022JJ00";"     2.8"
"4720";"A018986";"A048710";"MW00000";"1019005 ";"2018JJ00";"     5.3"
"4721";"A018986";"A048710";"MW00000";"1019005 ";"2019JJ00";"     5.0"
"4722";"A018986";"A048710";"MW00000";"1019005 ";"2020JJ00";"     3.4"
"4723";"A018986";"A048710";"MW00000";"1019005 ";"2021JJ00";"     4.5"
"4724";"A018986";"A048710";"MW00000";"1019005 ";"2022JJ00";"     3.8"
"4725";"A018986";"A048710";"MW00000";"1019052 ";"2018JJ00";"     2.0"
"4726";"A018986";"A048710";"MW00000";"1019052 ";"2019JJ00";"     2.1"
"4727";"A018986";"A048710";"MW00000";"1019052 ";"2020JJ00";"     1.5"
"4728";"A018986";"A048710";"MW00000";"1019052 ";"2021JJ00";"     1.4"
"4729";"A018986";"A048710";"MW00000";"1019052 ";"2022JJ00";"     1.3"
"4730";"A018986";"A048710";"MOG0095";"NL01    ";"2018JJ00";"    16.2"
"4731";"A018986";"A048710";"MOG0095";"NL01    ";"2019JJ00";"    16.4"
"4732";"A018986";"A048710";"MOG0095";"NL01    ";"2020JJ00";"    11.0"
"4733";"A018986";"A048710";"MOG0095";"NL01    ";"2021JJ00";"    13.6"
"4734";"A018986";"A048710";"MOG0095";"NL01    ";"2022JJ00";"    13.7"
"4735";"A018986";"A048710";"MOG0095";"LD01    ";"2018JJ00";"     1.9"
"4736";"A018986";"A048710";"MOG0095";"LD01    ";"2019JJ00";"     1.7"
"4737";"A018986";"A048710";"MOG0095";"LD01    ";"2020JJ00";"     1.2"
"4738";"A018986";"A048710";"MOG0095";"LD01    ";"2021JJ00";"     1.4"
"4739";"A018986";"A048710";"MOG0095";"LD01    ";"2022JJ00";"     1.5"
"4740";"A018986";"A048710";"MOG0095";"LD02    ";"2018JJ00";"     3.5"
"4741";"A018986";"A048710";"MOG0095";"LD02    ";"2019JJ00";"     3.9"
"4742";"A018986";"A048710";"MOG0095";"LD02    ";"2020JJ00";"     2.4"
"4743";"A018986";"A048710";"MOG0095";"LD02    ";"2021JJ00";"     3.3"
"4744";"A018986";"A048710";"MOG0095";"LD02    ";"2022JJ00";"     2.9"
"4745";"A018986";"A048710";"MOG0095";"LD03    ";"2018JJ00";"     5.9"
"4746";"A018986";"A048710";"MOG0095";"LD03    ";"2019JJ00";"     6.7"
"4747";"A018986";"A048710";"MOG0095";"LD03    ";"2020JJ00";"     4.6"
"4748";"A018986";"A048710";"MOG0095";"LD03    ";"2021JJ00";"     5.4"
"4749";"A018986";"A048710";"MOG0095";"LD03    ";"2022JJ00";"     5.4"
"4750";"A018986";"A048710";"MOG0095";"LD04    ";"2018JJ00";"     3.4"
"4751";"A018986";"A048710";"MOG0095";"LD04    ";"2019JJ00";"     2.8"
"4752";"A018986";"A048710";"MOG0095";"LD04    ";"2020JJ00";"     1.8"
"4753";"A018986";"A048710";"MOG0095";"LD04    ";"2021JJ00";"     2.3"
"4754";"A018986";"A048710";"MOG0095";"LD04    ";"2022JJ00";"     2.7"
"4755";"A018986";"A048710";"MOG0095";"PV20    ";"2018JJ00";"     0.5"
"4756";"A018986";"A048710";"MOG0095";"PV20    ";"2019JJ00";"     0.3"
"4757";"A018986";"A048710";"MOG0095";"PV20    ";"2020JJ00";"     0.2"
"4758";"A018986";"A048710";"MOG0095";"PV20    ";"2021JJ00";"     0.3"
"4759";"A018986";"A048710";"MOG0095";"PV20    ";"2022JJ00";"     0.3"
"4760";"A018986";"A048710";"MOG0095";"PV21    ";"2018JJ00";"     0.7"
"4761";"A018986";"A048710";"MOG0095";"PV21    ";"2019JJ00";"     0.6"
"4762";"A018986";"A048710";"MOG0095";"PV21    ";"2020JJ00";"     0.5"
"4763";"A018986";"A048710";"MOG0095";"PV21    ";"2021JJ00";"     0.4"
"4764";"A018986";"A048710";"MOG0095";"PV21    ";"2022JJ00";"     0.5"
"4765";"A018986";"A048710";"MOG0095";"PV22    ";"2018JJ00";"     0.4"
"4766";"A018986";"A048710";"MOG0095";"PV22    ";"2019JJ00";"     0.4"
"4767";"A018986";"A048710";"MOG0095";"PV22    ";"2020JJ00";"       ."
"4768";"A018986";"A048710";"MOG0095";"PV22    ";"2021JJ00";"     0.4"
"4769";"A018986";"A048710";"MOG0095";"PV22    ";"2022JJ00";"       ."
"4770";"A018986";"A048710";"MOG0095";"PV23    ";"2018JJ00";"     1.2"
"4771";"A018986";"A048710";"MOG0095";"PV23    ";"2019JJ00";"     1.1"
"4772";"A018986";"A048710";"MOG0095";"PV23    ";"2020JJ00";"     0.6"
"4773";"A018986";"A048710";"MOG0095";"PV23    ";"2021JJ00";"     0.8"
"4774";"A018986";"A048710";"MOG0095";"PV23    ";"2022JJ00";"     0.9"
"4775";"A018986";"A048710";"MOG0095";"PV24    ";"2018JJ00";"     0.3"
"4776";"A018986";"A048710";"MOG0095";"PV24    ";"2019JJ00";"       ."
"4777";"A018986";"A048710";"MOG0095";"PV24    ";"2020JJ00";"       ."
"4778";"A018986";"A048710";"MOG0095";"PV24    ";"2021JJ00";"     0.3"
"4779";"A018986";"A048710";"MOG0095";"PV24    ";"2022JJ00";"       ."
"4780";"A018986";"A048710";"MOG0095";"PV25    ";"2018JJ00";"     1.6"
"4781";"A018986";"A048710";"MOG0095";"PV25    ";"2019JJ00";"     2.0"
"4782";"A018986";"A048710";"MOG0095";"PV25    ";"2020JJ00";"     1.2"
"4783";"A018986";"A048710";"MOG0095";"PV25    ";"2021JJ00";"     1.8"
"4784";"A018986";"A048710";"MOG0095";"PV25    ";"2022JJ00";"     1.4"
"4785";"A018986";"A048710";"MOG0095";"PV26    ";"2018JJ00";"     0.7"
"4786";"A018986";"A048710";"MOG0095";"PV26    ";"2019JJ00";"     0.8"
"4787";"A018986";"A048710";"MOG0095";"PV26    ";"2020JJ00";"     0.7"
"4788";"A018986";"A048710";"MOG0095";"PV26    ";"2021JJ00";"     0.8"
"4789";"A018986";"A048710";"MOG0095";"PV26    ";"2022JJ00";"     0.8"
"4790";"A018986";"A048710";"MOG0095";"PV27    ";"2018JJ00";"     2.0"
"4791";"A018986";"A048710";"MOG0095";"PV27    ";"2019JJ00";"     2.1"
"4792";"A018986";"A048710";"MOG0095";"PV27    ";"2020JJ00";"     1.3"
"4793";"A018986";"A048710";"MOG0095";"PV27    ";"2021JJ00";"     1.3"
"4794";"A018986";"A048710";"MOG0095";"PV27    ";"2022JJ00";"     1.7"
"4795";"A018986";"A048710";"MOG0095";"PV28    ";"2018JJ00";"     2.4"
"4796";"A018986";"A048710";"MOG0095";"PV28    ";"2019JJ00";"     2.8"
"4797";"A018986";"A048710";"MOG0095";"PV28    ";"2020JJ00";"     1.7"
"4798";"A018986";"A048710";"MOG0095";"PV28    ";"2021JJ00";"     2.5"
"4799";"A018986";"A048710";"MOG0095";"PV28    ";"2022JJ00";"     2.0"
"4800";"A018986";"A048710";"MOG0095";"PV29    ";"2018JJ00";"     0.2"
"4801";"A018986";"A048710";"MOG0095";"PV29    ";"2019JJ00";"     0.2"
"4802";"A018986";"A048710";"MOG0095";"PV29    ";"2020JJ00";"       ."
"4803";"A018986";"A048710";"MOG0095";"PV29    ";"2021JJ00";"     0.3"
"4804";"A018986";"A048710";"MOG0095";"PV29    ";"2022JJ00";"     0.3"
"4805";"A018986";"A048710";"MOG0095";"PV30    ";"2018JJ00";"     2.5"
"4806";"A018986";"A048710";"MOG0095";"PV30    ";"2019JJ00";"     1.8"
"4807";"A018986";"A048710";"MOG0095";"PV30    ";"2020JJ00";"     1.2"
"4808";"A018986";"A048710";"MOG0095";"PV30    ";"2021JJ00";"     1.6"
"4809";"A018986";"A048710";"MOG0095";"PV30    ";"2022JJ00";"     2.2"
"4810";"A018986";"A048710";"MOG0095";"PV31    ";"2018JJ00";"     0.7"
"4811";"A018986";"A048710";"MOG0095";"PV31    ";"2019JJ00";"     0.7"
"4812";"A018986";"A048710";"MOG0095";"PV31    ";"2020JJ00";"     0.4"
"4813";"A018986";"A048710";"MOG0095";"PV31    ";"2021JJ00";"     0.6"
"4814";"A018986";"A048710";"MOG0095";"PV31    ";"2022JJ00";"     0.4"
"4815";"A018986";"A048710";"MOG0095";"1018850 ";"2018JJ00";"     2.1"
"4816";"A018986";"A048710";"MOG0095";"1018850 ";"2019JJ00";"     2.3"
"4817";"A018986";"A048710";"MOG0095";"1018850 ";"2020JJ00";"     1.5"
"4818";"A018986";"A048710";"MOG0095";"1018850 ";"2021JJ00";"     1.9"
"4819";"A018986";"A048710";"MOG0095";"1018850 ";"2022JJ00";"     1.8"
"4820";"A018986";"A048710";"MOG0095";"1018905 ";"2018JJ00";"     4.0"
"4821";"A018986";"A048710";"MOG0095";"1018905 ";"2019JJ00";"     4.1"
"4822";"A018986";"A048710";"MOG0095";"1018905 ";"2020JJ00";"     2.9"
"4823";"A018986";"A048710";"MOG0095";"1018905 ";"2021JJ00";"     3.6"
"4824";"A018986";"A048710";"MOG0095";"1018905 ";"2022JJ00";"     4.1"
"4825";"A018986";"A048710";"MOG0095";"1018955 ";"2018JJ00";"     2.3"
"4826";"A018986";"A048710";"MOG0095";"1018955 ";"2019JJ00";"     2.5"
"4827";"A018986";"A048710";"MOG0095";"1018955 ";"2020JJ00";"     1.6"
"4828";"A018986";"A048710";"MOG0095";"1018955 ";"2021JJ00";"     1.8"
"4829";"A018986";"A048710";"MOG0095";"1018955 ";"2022JJ00";"     2.2"
"4830";"A018986";"A048710";"MOG0095";"1019005 ";"2018JJ00";"     4.5"
"4831";"A018986";"A048710";"MOG0095";"1019005 ";"2019JJ00";"     4.2"
"4832";"A018986";"A048710";"MOG0095";"1019005 ";"2020JJ00";"     2.8"
"4833";"A018986";"A048710";"MOG0095";"1019005 ";"2021JJ00";"     3.8"
"4834";"A018986";"A048710";"MOG0095";"1019005 ";"2022JJ00";"     3.2"
"4835";"A018986";"A048710";"MOG0095";"1019052 ";"2018JJ00";"     1.6"
"4836";"A018986";"A048710";"MOG0095";"1019052 ";"2019JJ00";"     1.6"
"4837";"A018986";"A048710";"MOG0095";"1019052 ";"2020JJ00";"     1.1"
"4838";"A018986";"A048710";"MOG0095";"1019052 ";"2021JJ00";"     1.1"
"4839";"A018986";"A048710";"MOG0095";"1019052 ";"2022JJ00";"     1.0"
"4840";"A018986";"A048710";"MBG0095";"NL01    ";"2018JJ00";"    19.0"
"4841";"A018986";"A048710";"MBG0095";"NL01    ";"2019JJ00";"    19.3"
"4842";"A018986";"A048710";"MBG0095";"NL01    ";"2020JJ00";"    13.1"
"4843";"A018986";"A048710";"MBG0095";"NL01    ";"2021JJ00";"    15.8"
"4844";"A018986";"A048710";"MBG0095";"NL01    ";"2022JJ00";"    16.2"
"4845";"A018986";"A048710";"MBG0095";"LD01    ";"2018JJ00";"     3.1"
"4846";"A018986";"A048710";"MBG0095";"LD01    ";"2019JJ00";"     2.8"
"4847";"A018986";"A048710";"MBG0095";"LD01    ";"2020JJ00";"     1.9"
"4848";"A018986";"A048710";"MBG0095";"LD01    ";"2021JJ00";"     2.2"
"4849";"A018986";"A048710";"MBG0095";"LD01    ";"2022JJ00";"     2.5"
"4850";"A018986";"A048710";"MBG0095";"LD02    ";"2018JJ00";"     4.9"
