"ID";"ModesOfTravel";"Population";"Margins";"RegionCharacteristics";"Periods";"TransportPerformance_1"
"4851";"A018986";"A048710";"MBG0095";"LD02    ";"2019JJ00";"     5.5"
"4852";"A018986";"A048710";"MBG0095";"LD02    ";"2020JJ00";"     3.6"
"4853";"A018986";"A048710";"MBG0095";"LD02    ";"2021JJ00";"     4.6"
"4854";"A018986";"A048710";"MBG0095";"LD02    ";"2022JJ00";"     4.2"
"4855";"A018986";"A048710";"MBG0095";"LD03    ";"2018JJ00";"     7.6"
"4856";"A018986";"A048710";"MBG0095";"LD03    ";"2019JJ00";"     8.5"
"4857";"A018986";"A048710";"MBG0095";"LD03    ";"2020JJ00";"     5.9"
"4858";"A018986";"A048710";"MBG0095";"LD03    ";"2021JJ00";"     6.7"
"4859";"A018986";"A048710";"MBG0095";"LD03    ";"2022JJ00";"     6.8"
"4860";"A018986";"A048710";"MBG0095";"LD04    ";"2018JJ00";"     4.8"
"4861";"A018986";"A048710";"MBG0095";"LD04    ";"2019JJ00";"     4.0"
"4862";"A018986";"A048710";"MBG0095";"LD04    ";"2020JJ00";"     2.7"
"4863";"A018986";"A048710";"MBG0095";"LD04    ";"2021JJ00";"     3.3"
"4864";"A018986";"A048710";"MBG0095";"LD04    ";"2022JJ00";"     3.9"
"4865";"A018986";"A048710";"MBG0095";"PV20    ";"2018JJ00";"     1.2"
"4866";"A018986";"A048710";"MBG0095";"PV20    ";"2019JJ00";"     0.8"
"4867";"A018986";"A048710";"MBG0095";"PV20    ";"2020JJ00";"     0.6"
"4868";"A018986";"A048710";"MBG0095";"PV20    ";"2021JJ00";"     0.6"
"4869";"A018986";"A048710";"MBG0095";"PV20    ";"2022JJ00";"     0.8"
"4870";"A018986";"A048710";"MBG0095";"PV21    ";"2018JJ00";"     1.5"
"4871";"A018986";"A048710";"MBG0095";"PV21    ";"2019JJ00";"     1.4"
"4872";"A018986";"A048710";"MBG0095";"PV21    ";"2020JJ00";"     0.9"
"4873";"A018986";"A048710";"MBG0095";"PV21    ";"2021JJ00";"     0.9"
"4874";"A018986";"A048710";"MBG0095";"PV21    ";"2022JJ00";"     1.0"
"4875";"A018986";"A048710";"MBG0095";"PV22    ";"2018JJ00";"     0.9"
"4876";"A018986";"A048710";"MBG0095";"PV22    ";"2019JJ00";"     1.1"
"4877";"A018986";"A048710";"MBG0095";"PV22    ";"2020JJ00";"       ."
"4878";"A018986";"A048710";"MBG0095";"PV22    ";"2021JJ00";"     1.0"
"4879";"A018986";"A048710";"MBG0095";"PV22    ";"2022JJ00";"       ."
"4880";"A018986";"A048710";"MBG0095";"PV23    ";"2018JJ00";"     2.0"
"4881";"A018986";"A048710";"MBG0095";"PV23    ";"2019JJ00";"     2.0"
"4882";"A018986";"A048710";"MBG0095";"PV23    ";"2020JJ00";"     1.3"
"4883";"A018986";"A048710";"MBG0095";"PV23    ";"2021JJ00";"     1.4"
"4884";"A018986";"A048710";"MBG0095";"PV23    ";"2022JJ00";"     1.7"
"4885";"A018986";"A048710";"MBG0095";"PV24    ";"2018JJ00";"     0.7"
"4886";"A018986";"A048710";"MBG0095";"PV24    ";"2019JJ00";"       ."
"4887";"A018986";"A048710";"MBG0095";"PV24    ";"2020JJ00";"       ."
"4888";"A018986";"A048710";"MBG0095";"PV24    ";"2021JJ00";"     0.7"
"4889";"A018986";"A048710";"MBG0095";"PV24    ";"2022JJ00";"       ."
"4890";"A018986";"A048710";"MBG0095";"PV25    ";"2018JJ00";"     2.7"
"4891";"A018986";"A048710";"MBG0095";"PV25    ";"2019JJ00";"     3.2"
"4892";"A018986";"A048710";"MBG0095";"PV25    ";"2020JJ00";"     2.1"
"4893";"A018986";"A048710";"MBG0095";"PV25    ";"2021JJ00";"     2.9"
"4894";"A018986";"A048710";"MBG0095";"PV25    ";"2022JJ00";"     2.2"
"4895";"A018986";"A048710";"MBG0095";"PV26    ";"2018JJ00";"     1.2"
"4896";"A018986";"A048710";"MBG0095";"PV26    ";"2019JJ00";"     1.5"
"4897";"A018986";"A048710";"MBG0095";"PV26    ";"2020JJ00";"     1.3"
"4898";"A018986";"A048710";"MBG0095";"PV26    ";"2021JJ00";"     1.2"
"4899";"A018986";"A048710";"MBG0095";"PV26    ";"2022JJ00";"     1.2"
"4900";"A018986";"A048710";"MBG0095";"PV27    ";"2018JJ00";"     2.9"
"4901";"A018986";"A048710";"MBG0095";"PV27    ";"2019JJ00";"     3.3"
"4902";"A018986";"A048710";"MBG0095";"PV27    ";"2020JJ00";"     2.1"
"4903";"A018986";"A048710";"MBG0095";"PV27    ";"2021JJ00";"     1.9"
"4904";"A018986";"A048710";"MBG0095";"PV27    ";"2022JJ00";"     2.6"
"4905";"A018986";"A048710";"MBG0095";"PV28    ";"2018JJ00";"     3.8"
"4906";"A018986";"A048710";"MBG0095";"PV28    ";"2019JJ00";"     4.0"
"4907";"A018986";"A048710";"MBG0095";"PV28    ";"2020JJ00";"     2.5"
"4908";"A018986";"A048710";"MBG0095";"PV28    ";"2021JJ00";"     3.4"
"4909";"A018986";"A048710";"MBG0095";"PV28    ";"2022JJ00";"     3.0"
"4910";"A018986";"A048710";"MBG0095";"PV29    ";"2018JJ00";"     0.5"
"4911";"A018986";"A048710";"MBG0095";"PV29    ";"2019JJ00";"     0.5"
"4912";"A018986";"A048710";"MBG0095";"PV29    ";"2020JJ00";"       ."
"4913";"A018986";"A048710";"MBG0095";"PV29    ";"2021JJ00";"     0.8"
"4914";"A018986";"A048710";"MBG0095";"PV29    ";"2022JJ00";"     0.7"
"4915";"A018986";"A048710";"MBG0095";"PV30    ";"2018JJ00";"     3.7"
"4916";"A018986";"A048710";"MBG0095";"PV30    ";"2019JJ00";"     2.9"
"4917";"A018986";"A048710";"MBG0095";"PV30    ";"2020JJ00";"     2.0"
"4918";"A018986";"A048710";"MBG0095";"PV30    ";"2021JJ00";"     2.4"
"4919";"A018986";"A048710";"MBG0095";"PV30    ";"2022JJ00";"     3.3"
"4920";"A018986";"A048710";"MBG0095";"PV31    ";"2018JJ00";"     1.3"
"4921";"A018986";"A048710";"MBG0095";"PV31    ";"2019JJ00";"     1.4"
"4922";"A018986";"A048710";"MBG0095";"PV31    ";"2020JJ00";"     0.9"
"4923";"A018986";"A048710";"MBG0095";"PV31    ";"2021JJ00";"     1.1"
"4924";"A018986";"A048710";"MBG0095";"PV31    ";"2022JJ00";"     0.8"
"4925";"A018986";"A048710";"MBG0095";"1018850 ";"2018JJ00";"     3.3"
"4926";"A018986";"A048710";"MBG0095";"1018850 ";"2019JJ00";"     3.4"
"4927";"A018986";"A048710";"MBG0095";"1018850 ";"2020JJ00";"     2.2"
"4928";"A018986";"A048710";"MBG0095";"1018850 ";"2021JJ00";"     2.7"
"4929";"A018986";"A048710";"MBG0095";"1018850 ";"2022JJ00";"     2.6"
"4930";"A018986";"A048710";"MBG0095";"1018905 ";"2018JJ00";"     5.3"
"4931";"A018986";"A048710";"MBG0095";"1018905 ";"2019JJ00";"     5.6"
"4932";"A018986";"A048710";"MBG0095";"1018905 ";"2020JJ00";"     4.1"
"4933";"A018986";"A048710";"MBG0095";"1018905 ";"2021JJ00";"     4.7"
"4934";"A018986";"A048710";"MBG0095";"1018905 ";"2022JJ00";"     5.7"
"4935";"A018986";"A048710";"MBG0095";"1018955 ";"2018JJ00";"     3.6"
"4936";"A018986";"A048710";"MBG0095";"1018955 ";"2019JJ00";"     3.7"
"4937";"A018986";"A048710";"MBG0095";"1018955 ";"2020JJ00";"     2.4"
"4938";"A018986";"A048710";"MBG0095";"1018955 ";"2021JJ00";"     2.7"
"4939";"A018986";"A048710";"MBG0095";"1018955 ";"2022JJ00";"     3.3"
"4940";"A018986";"A048710";"MBG0095";"1019005 ";"2018JJ00";"     6.1"
"4941";"A018986";"A048710";"MBG0095";"1019005 ";"2019JJ00";"     5.8"
"4942";"A018986";"A048710";"MBG0095";"1019005 ";"2020JJ00";"     3.9"
"4943";"A018986";"A048710";"MBG0095";"1019005 ";"2021JJ00";"     5.3"
"4944";"A018986";"A048710";"MBG0095";"1019005 ";"2022JJ00";"     4.4"
"4945";"A018986";"A048710";"MBG0095";"1019052 ";"2018JJ00";"     2.4"
"4946";"A018986";"A048710";"MBG0095";"1019052 ";"2019JJ00";"     2.5"
"4947";"A018986";"A048710";"MBG0095";"1019052 ";"2020JJ00";"     1.8"
"4948";"A018986";"A048710";"MBG0095";"1019052 ";"2021JJ00";"     1.7"
"4949";"A018986";"A048710";"MBG0095";"1019052 ";"2022JJ00";"     1.5"
"4950";"A018986";"A048709";"MW00000";"NL01    ";"2018JJ00";"    17.3"
"4951";"A018986";"A048709";"MW00000";"NL01    ";"2019JJ00";"    17.6"
"4952";"A018986";"A048709";"MW00000";"NL01    ";"2020JJ00";"    11.8"
"4953";"A018986";"A048709";"MW00000";"NL01    ";"2021JJ00";"    14.4"
"4954";"A018986";"A048709";"MW00000";"NL01    ";"2022JJ00";"    14.8"
"4955";"A018986";"A048709";"MW00000";"LD01    ";"2018JJ00";"     2.5"
"4956";"A018986";"A048709";"MW00000";"LD01    ";"2019JJ00";"     2.2"
"4957";"A018986";"A048709";"MW00000";"LD01    ";"2020JJ00";"     1.5"
"4958";"A018986";"A048709";"MW00000";"LD01    ";"2021JJ00";"     1.8"
"4959";"A018986";"A048709";"MW00000";"LD01    ";"2022JJ00";"     2.0"
"4960";"A018986";"A048709";"MW00000";"LD02    ";"2018JJ00";"     4.1"
"4961";"A018986";"A048709";"MW00000";"LD02    ";"2019JJ00";"     4.6"
"4962";"A018986";"A048709";"MW00000";"LD02    ";"2020JJ00";"     3.0"
"4963";"A018986";"A048709";"MW00000";"LD02    ";"2021JJ00";"     3.8"
"4964";"A018986";"A048709";"MW00000";"LD02    ";"2022JJ00";"     3.5"
"4965";"A018986";"A048709";"MW00000";"LD03    ";"2018JJ00";"     6.7"
"4966";"A018986";"A048709";"MW00000";"LD03    ";"2019JJ00";"     7.4"
"4967";"A018986";"A048709";"MW00000";"LD03    ";"2020JJ00";"     5.2"
"4968";"A018986";"A048709";"MW00000";"LD03    ";"2021JJ00";"     6.0"
"4969";"A018986";"A048709";"MW00000";"LD03    ";"2022JJ00";"     6.0"
"4970";"A018986";"A048709";"MW00000";"LD04    ";"2018JJ00";"     4.1"
"4971";"A018986";"A048709";"MW00000";"LD04    ";"2019JJ00";"     3.3"
"4972";"A018986";"A048709";"MW00000";"LD04    ";"2020JJ00";"     2.2"
"4973";"A018986";"A048709";"MW00000";"LD04    ";"2021JJ00";"     2.8"
"4974";"A018986";"A048709";"MW00000";"LD04    ";"2022JJ00";"     3.3"
"4975";"A018986";"A048709";"MW00000";"PV20    ";"2018JJ00";"     0.8"
"4976";"A018986";"A048709";"MW00000";"PV20    ";"2019JJ00";"     0.5"
"4977";"A018986";"A048709";"MW00000";"PV20    ";"2020JJ00";"     0.4"
"4978";"A018986";"A048709";"MW00000";"PV20    ";"2021JJ00";"     0.5"
"4979";"A018986";"A048709";"MW00000";"PV20    ";"2022JJ00";"     0.5"
"4980";"A018986";"A048709";"MW00000";"PV21    ";"2018JJ00";"     1.1"
"4981";"A018986";"A048709";"MW00000";"PV21    ";"2019JJ00";"     1.0"
"4982";"A018986";"A048709";"MW00000";"PV21    ";"2020JJ00";"     0.7"
"4983";"A018986";"A048709";"MW00000";"PV21    ";"2021JJ00";"     0.6"
"4984";"A018986";"A048709";"MW00000";"PV21    ";"2022JJ00";"     0.8"
"4985";"A018986";"A048709";"MW00000";"PV22    ";"2018JJ00";"     0.6"
"4986";"A018986";"A048709";"MW00000";"PV22    ";"2019JJ00";"     0.7"
"4987";"A018986";"A048709";"MW00000";"PV22    ";"2020JJ00";"       ."
"4988";"A018986";"A048709";"MW00000";"PV22    ";"2021JJ00";"     0.7"
"4989";"A018986";"A048709";"MW00000";"PV22    ";"2022JJ00";"       ."
"4990";"A018986";"A048709";"MW00000";"PV23    ";"2018JJ00";"     1.6"
"4991";"A018986";"A048709";"MW00000";"PV23    ";"2019JJ00";"     1.5"
"4992";"A018986";"A048709";"MW00000";"PV23    ";"2020JJ00";"     0.9"
"4993";"A018986";"A048709";"MW00000";"PV23    ";"2021JJ00";"     1.0"
"4994";"A018986";"A048709";"MW00000";"PV23    ";"2022JJ00";"     1.3"
"4995";"A018986";"A048709";"MW00000";"PV24    ";"2018JJ00";"     0.4"
"4996";"A018986";"A048709";"MW00000";"PV24    ";"2019JJ00";"       ."
"4997";"A018986";"A048709";"MW00000";"PV24    ";"2020JJ00";"       ."
"4998";"A018986";"A048709";"MW00000";"PV24    ";"2021JJ00";"     0.5"
"4999";"A018986";"A048709";"MW00000";"PV24    ";"2022JJ00";"       ."
"5000";"A018986";"A048709";"MW00000";"PV25    ";"2018JJ00";"     2.1"
"5001";"A018986";"A048709";"MW00000";"PV25    ";"2019JJ00";"     2.6"
"5002";"A018986";"A048709";"MW00000";"PV25    ";"2020JJ00";"     1.6"
"5003";"A018986";"A048709";"MW00000";"PV25    ";"2021JJ00";"     2.3"
"5004";"A018986";"A048709";"MW00000";"PV25    ";"2022JJ00";"     1.8"
"5005";"A018986";"A048709";"MW00000";"PV26    ";"2018JJ00";"     0.9"
"5006";"A018986";"A048709";"MW00000";"PV26    ";"2019JJ00";"     1.1"
"5007";"A018986";"A048709";"MW00000";"PV26    ";"2020JJ00";"     1.0"
"5008";"A018986";"A048709";"MW00000";"PV26    ";"2021JJ00";"     0.9"
"5009";"A018986";"A048709";"MW00000";"PV26    ";"2022JJ00";"     1.0"
"5010";"A018986";"A048709";"MW00000";"PV27    ";"2018JJ00";"     2.4"
"5011";"A018986";"A048709";"MW00000";"PV27    ";"2019JJ00";"     2.6"
"5012";"A018986";"A048709";"MW00000";"PV27    ";"2020JJ00";"     1.7"
"5013";"A018986";"A048709";"MW00000";"PV27    ";"2021JJ00";"     1.6"
"5014";"A018986";"A048709";"MW00000";"PV27    ";"2022JJ00";"     2.1"
"5015";"A018986";"A048709";"MW00000";"PV28    ";"2018JJ00";"     3.0"
"5016";"A018986";"A048709";"MW00000";"PV28    ";"2019JJ00";"     3.3"
"5017";"A018986";"A048709";"MW00000";"PV28    ";"2020JJ00";"     2.0"
"5018";"A018986";"A048709";"MW00000";"PV28    ";"2021JJ00";"     2.9"
"5019";"A018986";"A048709";"MW00000";"PV28    ";"2022JJ00";"     2.5"
"5020";"A018986";"A048709";"MW00000";"PV29    ";"2018JJ00";"     0.4"
"5021";"A018986";"A048709";"MW00000";"PV29    ";"2019JJ00";"     0.3"
"5022";"A018986";"A048709";"MW00000";"PV29    ";"2020JJ00";"       ."
"5023";"A018986";"A048709";"MW00000";"PV29    ";"2021JJ00";"     0.6"
"5024";"A018986";"A048709";"MW00000";"PV29    ";"2022JJ00";"     0.5"
"5025";"A018986";"A048709";"MW00000";"PV30    ";"2018JJ00";"     3.1"
"5026";"A018986";"A048709";"MW00000";"PV30    ";"2019JJ00";"     2.3"
"5027";"A018986";"A048709";"MW00000";"PV30    ";"2020JJ00";"     1.5"
"5028";"A018986";"A048709";"MW00000";"PV30    ";"2021JJ00";"     2.0"
"5029";"A018986";"A048709";"MW00000";"PV30    ";"2022JJ00";"     2.7"
"5030";"A018986";"A048709";"MW00000";"PV31    ";"2018JJ00";"     1.0"
"5031";"A018986";"A048709";"MW00000";"PV31    ";"2019JJ00";"     1.1"
"5032";"A018986";"A048709";"MW00000";"PV31    ";"2020JJ00";"     0.7"
"5033";"A018986";"A048709";"MW00000";"PV31    ";"2021JJ00";"     0.8"
"5034";"A018986";"A048709";"MW00000";"PV31    ";"2022JJ00";"     0.6"
"5035";"A018986";"A048709";"MW00000";"1018850 ";"2018JJ00";"     2.7"
"5036";"A018986";"A048709";"MW00000";"1018850 ";"2019JJ00";"     2.8"
"5037";"A018986";"A048709";"MW00000";"1018850 ";"2020JJ00";"     1.8"
"5038";"A018986";"A048709";"MW00000";"1018850 ";"2021JJ00";"     2.3"
"5039";"A018986";"A048709";"MW00000";"1018850 ";"2022JJ00";"     2.2"
"5040";"A018986";"A048709";"MW00000";"1018905 ";"2018JJ00";"     4.6"
"5041";"A018986";"A048709";"MW00000";"1018905 ";"2019JJ00";"     4.8"
"5042";"A018986";"A048709";"MW00000";"1018905 ";"2020JJ00";"     3.4"
"5043";"A018986";"A048709";"MW00000";"1018905 ";"2021JJ00";"     4.1"
"5044";"A018986";"A048709";"MW00000";"1018905 ";"2022JJ00";"     4.9"
"5045";"A018986";"A048709";"MW00000";"1018955 ";"2018JJ00";"     2.9"
"5046";"A018986";"A048709";"MW00000";"1018955 ";"2019JJ00";"     3.1"
"5047";"A018986";"A048709";"MW00000";"1018955 ";"2020JJ00";"     1.9"
"5048";"A018986";"A048709";"MW00000";"1018955 ";"2021JJ00";"     2.2"
"5049";"A018986";"A048709";"MW00000";"1018955 ";"2022JJ00";"     2.7"
"5050";"A018986";"A048709";"MW00000";"1019005 ";"2018JJ00";"     5.2"
"5051";"A018986";"A048709";"MW00000";"1019005 ";"2019JJ00";"     4.9"
"5052";"A018986";"A048709";"MW00000";"1019005 ";"2020JJ00";"     3.3"
"5053";"A018986";"A048709";"MW00000";"1019005 ";"2021JJ00";"     4.4"
"5054";"A018986";"A048709";"MW00000";"1019005 ";"2022JJ00";"     3.7"
"5055";"A018986";"A048709";"MW00000";"1019052 ";"2018JJ00";"     2.0"
"5056";"A018986";"A048709";"MW00000";"1019052 ";"2019JJ00";"     2.0"
"5057";"A018986";"A048709";"MW00000";"1019052 ";"2020JJ00";"     1.4"
"5058";"A018986";"A048709";"MW00000";"1019052 ";"2021JJ00";"     1.4"
"5059";"A018986";"A048709";"MW00000";"1019052 ";"2022JJ00";"     1.2"
"5060";"A018986";"A048709";"MOG0095";"NL01    ";"2018JJ00";"    15.9"
"5061";"A018986";"A048709";"MOG0095";"NL01    ";"2019JJ00";"    16.1"
"5062";"A018986";"A048709";"MOG0095";"NL01    ";"2020JJ00";"    10.8"
"5063";"A018986";"A048709";"MOG0095";"NL01    ";"2021JJ00";"    13.3"
"5064";"A018986";"A048709";"MOG0095";"NL01    ";"2022JJ00";"    13.5"
"5065";"A018986";"A048709";"MOG0095";"LD01    ";"2018JJ00";"     1.9"
"5066";"A018986";"A048709";"MOG0095";"LD01    ";"2019JJ00";"     1.7"
"5067";"A018986";"A048709";"MOG0095";"LD01    ";"2020JJ00";"     1.1"
"5068";"A018986";"A048709";"MOG0095";"LD01    ";"2021JJ00";"     1.4"
"5069";"A018986";"A048709";"MOG0095";"LD01    ";"2022JJ00";"     1.5"
"5070";"A018986";"A048709";"MOG0095";"LD02    ";"2018JJ00";"     3.4"
"5071";"A018986";"A048709";"MOG0095";"LD02    ";"2019JJ00";"     3.8"
"5072";"A018986";"A048709";"MOG0095";"LD02    ";"2020JJ00";"     2.4"
"5073";"A018986";"A048709";"MOG0095";"LD02    ";"2021JJ00";"     3.2"
"5074";"A018986";"A048709";"MOG0095";"LD02    ";"2022JJ00";"     2.8"
"5075";"A018986";"A048709";"MOG0095";"LD03    ";"2018JJ00";"     5.8"
"5076";"A018986";"A048709";"MOG0095";"LD03    ";"2019JJ00";"     6.5"
"5077";"A018986";"A048709";"MOG0095";"LD03    ";"2020JJ00";"     4.5"
"5078";"A018986";"A048709";"MOG0095";"LD03    ";"2021JJ00";"     5.3"
"5079";"A018986";"A048709";"MOG0095";"LD03    ";"2022JJ00";"     5.3"
"5080";"A018986";"A048709";"MOG0095";"LD04    ";"2018JJ00";"     3.4"
"5081";"A018986";"A048709";"MOG0095";"LD04    ";"2019JJ00";"     2.7"
"5082";"A018986";"A048709";"MOG0095";"LD04    ";"2020JJ00";"     1.7"
"5083";"A018986";"A048709";"MOG0095";"LD04    ";"2021JJ00";"     2.3"
"5084";"A018986";"A048709";"MOG0095";"LD04    ";"2022JJ00";"     2.7"
"5085";"A018986";"A048709";"MOG0095";"PV20    ";"2018JJ00";"     0.5"
"5086";"A018986";"A048709";"MOG0095";"PV20    ";"2019JJ00";"     0.3"
"5087";"A018986";"A048709";"MOG0095";"PV20    ";"2020JJ00";"     0.2"
"5088";"A018986";"A048709";"MOG0095";"PV20    ";"2021JJ00";"     0.3"
"5089";"A018986";"A048709";"MOG0095";"PV20    ";"2022JJ00";"     0.3"
"5090";"A018986";"A048709";"MOG0095";"PV21    ";"2018JJ00";"     0.7"
"5091";"A018986";"A048709";"MOG0095";"PV21    ";"2019JJ00";"     0.6"
"5092";"A018986";"A048709";"MOG0095";"PV21    ";"2020JJ00";"     0.4"
"5093";"A018986";"A048709";"MOG0095";"PV21    ";"2021JJ00";"     0.4"
"5094";"A018986";"A048709";"MOG0095";"PV21    ";"2022JJ00";"     0.5"
"5095";"A018986";"A048709";"MOG0095";"PV22    ";"2018JJ00";"     0.4"
"5096";"A018986";"A048709";"MOG0095";"PV22    ";"2019JJ00";"     0.4"
"5097";"A018986";"A048709";"MOG0095";"PV22    ";"2020JJ00";"       ."
"5098";"A018986";"A048709";"MOG0095";"PV22    ";"2021JJ00";"     0.4"
"5099";"A018986";"A048709";"MOG0095";"PV22    ";"2022JJ00";"       ."
"5100";"A018986";"A048709";"MOG0095";"PV23    ";"2018JJ00";"     1.1"
"5101";"A018986";"A048709";"MOG0095";"PV23    ";"2019JJ00";"     1.1"
"5102";"A018986";"A048709";"MOG0095";"PV23    ";"2020JJ00";"     0.6"
"5103";"A018986";"A048709";"MOG0095";"PV23    ";"2021JJ00";"     0.7"
"5104";"A018986";"A048709";"MOG0095";"PV23    ";"2022JJ00";"     0.9"
"5105";"A018986";"A048709";"MOG0095";"PV24    ";"2018JJ00";"     0.2"
"5106";"A018986";"A048709";"MOG0095";"PV24    ";"2019JJ00";"       ."
"5107";"A018986";"A048709";"MOG0095";"PV24    ";"2020JJ00";"       ."
"5108";"A018986";"A048709";"MOG0095";"PV24    ";"2021JJ00";"     0.3"
"5109";"A018986";"A048709";"MOG0095";"PV24    ";"2022JJ00";"       ."
"5110";"A018986";"A048709";"MOG0095";"PV25    ";"2018JJ00";"     1.6"
"5111";"A018986";"A048709";"MOG0095";"PV25    ";"2019JJ00";"     2.0"
"5112";"A018986";"A048709";"MOG0095";"PV25    ";"2020JJ00";"     1.2"
"5113";"A018986";"A048709";"MOG0095";"PV25    ";"2021JJ00";"     1.8"
"5114";"A018986";"A048709";"MOG0095";"PV25    ";"2022JJ00";"     1.3"
"5115";"A018986";"A048709";"MOG0095";"PV26    ";"2018JJ00";"     0.6"
"5116";"A018986";"A048709";"MOG0095";"PV26    ";"2019JJ00";"     0.8"
"5117";"A018986";"A048709";"MOG0095";"PV26    ";"2020JJ00";"     0.7"
"5118";"A018986";"A048709";"MOG0095";"PV26    ";"2021JJ00";"     0.7"
"5119";"A018986";"A048709";"MOG0095";"PV26    ";"2022JJ00";"     0.8"
"5120";"A018986";"A048709";"MOG0095";"PV27    ";"2018JJ00";"     1.9"
"5121";"A018986";"A048709";"MOG0095";"PV27    ";"2019JJ00";"     2.1"
"5122";"A018986";"A048709";"MOG0095";"PV27    ";"2020JJ00";"     1.3"
"5123";"A018986";"A048709";"MOG0095";"PV27    ";"2021JJ00";"     1.3"
"5124";"A018986";"A048709";"MOG0095";"PV27    ";"2022JJ00";"     1.6"
"5125";"A018986";"A048709";"MOG0095";"PV28    ";"2018JJ00";"     2.4"
"5126";"A018986";"A048709";"MOG0095";"PV28    ";"2019JJ00";"     2.7"
"5127";"A018986";"A048709";"MOG0095";"PV28    ";"2020JJ00";"     1.7"
"5128";"A018986";"A048709";"MOG0095";"PV28    ";"2021JJ00";"     2.4"
"5129";"A018986";"A048709";"MOG0095";"PV28    ";"2022JJ00";"     2.0"
"5130";"A018986";"A048709";"MOG0095";"PV29    ";"2018JJ00";"     0.2"
"5131";"A018986";"A048709";"MOG0095";"PV29    ";"2019JJ00";"     0.2"
"5132";"A018986";"A048709";"MOG0095";"PV29    ";"2020JJ00";"       ."
"5133";"A018986";"A048709";"MOG0095";"PV29    ";"2021JJ00";"     0.3"
"5134";"A018986";"A048709";"MOG0095";"PV29    ";"2022JJ00";"     0.3"
"5135";"A018986";"A048709";"MOG0095";"PV30    ";"2018JJ00";"     2.4"
"5136";"A018986";"A048709";"MOG0095";"PV30    ";"2019JJ00";"     1.8"
"5137";"A018986";"A048709";"MOG0095";"PV30    ";"2020JJ00";"     1.2"
"5138";"A018986";"A048709";"MOG0095";"PV30    ";"2021JJ00";"     1.5"
"5139";"A018986";"A048709";"MOG0095";"PV30    ";"2022JJ00";"     2.1"
"5140";"A018986";"A048709";"MOG0095";"PV31    ";"2018JJ00";"     0.7"
"5141";"A018986";"A048709";"MOG0095";"PV31    ";"2019JJ00";"     0.7"
"5142";"A018986";"A048709";"MOG0095";"PV31    ";"2020JJ00";"     0.4"
"5143";"A018986";"A048709";"MOG0095";"PV31    ";"2021JJ00";"     0.6"
"5144";"A018986";"A048709";"MOG0095";"PV31    ";"2022JJ00";"     0.4"
"5145";"A018986";"A048709";"MOG0095";"1018850 ";"2018JJ00";"     2.0"
"5146";"A018986";"A048709";"MOG0095";"1018850 ";"2019JJ00";"     2.3"
"5147";"A018986";"A048709";"MOG0095";"1018850 ";"2020JJ00";"     1.4"
"5148";"A018986";"A048709";"MOG0095";"1018850 ";"2021JJ00";"     1.9"
"5149";"A018986";"A048709";"MOG0095";"1018850 ";"2022JJ00";"     1.8"
"5150";"A018986";"A048709";"MOG0095";"1018905 ";"2018JJ00";"     3.9"
"5151";"A018986";"A048709";"MOG0095";"1018905 ";"2019JJ00";"     4.1"
"5152";"A018986";"A048709";"MOG0095";"1018905 ";"2020JJ00";"     2.8"
"5153";"A018986";"A048709";"MOG0095";"1018905 ";"2021JJ00";"     3.5"
"5154";"A018986";"A048709";"MOG0095";"1018905 ";"2022JJ00";"     4.0"
"5155";"A018986";"A048709";"MOG0095";"1018955 ";"2018JJ00";"     2.3"
"5156";"A018986";"A048709";"MOG0095";"1018955 ";"2019JJ00";"     2.4"
"5157";"A018986";"A048709";"MOG0095";"1018955 ";"2020JJ00";"     1.5"
"5158";"A018986";"A048709";"MOG0095";"1018955 ";"2021JJ00";"     1.7"
"5159";"A018986";"A048709";"MOG0095";"1018955 ";"2022JJ00";"     2.2"
"5160";"A018986";"A048709";"MOG0095";"1019005 ";"2018JJ00";"     4.4"
"5161";"A018986";"A048709";"MOG0095";"1019005 ";"2019JJ00";"     4.1"
"5162";"A018986";"A048709";"MOG0095";"1019005 ";"2020JJ00";"     2.7"
"5163";"A018986";"A048709";"MOG0095";"1019005 ";"2021JJ00";"     3.7"
"5164";"A018986";"A048709";"MOG0095";"1019005 ";"2022JJ00";"     3.2"
"5165";"A018986";"A048709";"MOG0095";"1019052 ";"2018JJ00";"     1.6"
"5166";"A018986";"A048709";"MOG0095";"1019052 ";"2019JJ00";"     1.5"
